"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2018 Apr 18 03:12:41 PM","2009 Jul 01 12:00:00 AM","T8","Departure","Domestic","116,749"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","T4","Departure","Domestic","413,534"
"2018 Oct 29 10:20:51 AM","2016 Oct 01 12:00:00 AM","T2","Arrival","International","198,128"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T5","Arrival","International","15,450"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T8","Departure","International","8,781"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","TBIT","Departure","International","473,113"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T6","Departure","International","134,076"
"2018 Apr 18 03:12:41 PM","2010 Mar 01 12:00:00 AM","T5","Arrival","Domestic","237,382"
"2018 Apr 18 03:12:41 PM","2014 Oct 01 12:00:00 AM","T4","Arrival","International","7,582"
"2018 Apr 18 03:12:41 PM","2014 Jun 01 12:00:00 AM","T8","Arrival","Domestic","128,049"
"2018 Apr 18 03:12:41 PM","2012 Jan 01 12:00:00 AM","T8","Arrival","Domestic","138,519"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","TBIT","Arrival","Domestic","7,235"
"2018 Nov 10 06:01:27 AM","2018 Oct 01 12:00:00 AM","TBIT","Arrival","Domestic","6,368"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T5","Departure","International","30,456"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","TBIT","Arrival","International","410,940"
"2018 Apr 18 03:12:41 PM","2014 Jan 01 12:00:00 AM","T3","Arrival","Domestic","209,391"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T6","Departure","International","69,988"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","8"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T6","Departure","Domestic","255,800"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","T3","Arrival","International","0"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","T7","Arrival","International","68,324"
"2019 May 28 06:24:45 AM","2019 Apr 01 12:00:00 AM","T6","Arrival","Domestic","238,217"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T1","Arrival","Domestic","406,204"
"2021 Mar 03 10:48:12 AM","2021 Jan 01 12:00:00 AM","T2","Departure","Domestic","183,561"
"2020 Jun 29 07:20:39 AM","2020 May 01 12:00:00 AM","T4","Departure","International","594"
"2018 Apr 18 03:12:41 PM","2015 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","100,715"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","T7","Arrival","International","59,071"
"2019 Oct 10 06:01:25 AM","2019 Sep 01 12:00:00 AM","T7","Departure","Domestic","326,742"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T4","Arrival","International","48,278"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T2","Departure","Domestic","29,875"
"2018 Apr 18 03:12:41 PM","2017 Jun 01 12:00:00 AM","T5","Arrival","International","8,467"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","T5","Arrival","International","59,460"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","TBIT","Arrival","International","529,494"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T8","Arrival","International","6,854"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T5","Arrival","International","20,845"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T2","Departure","Domestic","31,177"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","792"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","T2","Departure","International","202,139"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","TBIT","Departure","International","382,492"
"2018 Apr 18 03:12:41 PM","2010 Feb 01 12:00:00 AM","T2","Arrival","Domestic","10,830"
"2020 Jul 10 06:01:26 AM","2020 Jun 01 12:00:00 AM","T7","Departure","International","390"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","T8","Departure","Domestic","195,645"
